arabic,arabic_romanization,hebrew,hebrew_romanization,layers
سل,salla,שלל,shalál,direct_cognate_ar→he
سلام,salām,שלום,shalóm,direct_cognate_ar→he;direct_cognate_he→ar
سلام عليكم,salām ʕalaykum,שלום עליכם,shalóm alekhém,direct_cognate_ar→he
سلباح,silbāḥ,צלופח,tslofákh,direct_cognate_ar→he
سلة,salla,סל,sal,direct_cognate_he→ar
سلة,salla,סלון,salón,direct_cognate_ar→he
سلحفاة,sulaḥfāh,שלחופה,shalkhufá,shared_borrowing_source
سلخ,salaḵa,שלח,shalákh,direct_cognate_ar→he
سلسلة,silsila,שרשרת,sharshéret,direct_cognate_ar→he
سلط,sallaṭa,שלט,shélet,direct_cognate_he→ar
سلطان,sulṭān,שלטון,shiltón,direct_cognate_ar→he;direct_cognate_he→ar
سلع,sallaʕa,סלע,séla,direct_cognate_he→ar
سلفي,salafiyy,סלפי,sélfi,shared_borrowing_source
سلق,salaqa,סלק,sélek,direct_cognate_he→ar
سلق,salaqa,קלס,keles,direct_cognate_ar→he
سلم,silm,סולם,sulám,direct_cognate_he→ar
سلم,silm,שילם,shilém,direct_cognate_ar→he
سلوى,salwā,שלוה,shalvá,direct_cognate_ar→he
سلوى,salwā,שלווה,šalwɔ̂,direct_cognate_he→ar
سلوى,salwā,שליו,shalév,direct_cognate_he→ar
سم,samma,סם,sam,direct_cognate_ar→he;direct_cognate_he→ar
سماء,samāʔ,שמים,shamáyim,shared_proto_semitic_root
سمحاق,simḥāq,דוד,dod,shared_proto_semitic_root
سمحاق,simḥāq,ידה,yadá,shared_proto_semitic_root
سمحاق,simḥāq,ירה,yará,shared_proto_semitic_root
سمحاق,simḥāq,כבד,kavéd,shared_proto_semitic_root
سمحاق,simḥāq,כיפר,kipér,shared_proto_semitic_root
سمحاق,simḥāq,כרוב,kruv,shared_proto_semitic_root
سمحاق,simḥāq,מחסנית,makhsanít,shared_proto_semitic_root
سمحاق,simḥāq,צלחת,tsalákhat,shared_proto_semitic_root
سمر,samara,שמר,shamár,direct_cognate_ar→he
سمسم,simsim,שומשום,shumshóm,direct_cognate_he→ar
سمع,samiʕa,שמע,shéma,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
سمع,samiʕa,שמעון,shim'ón,direct_cognate_he→ar
سمك,samak,סמך,samákh,direct_cognate_ar→he
سمن,samina,שמן,shémen,shared_proto_semitic_root
سمن,samina,שמנת,shaménet,direct_cognate_he→ar
سمين,samīn,שמן,shémen,direct_cognate_he→ar
سن,sanna,שן,shen,shared_proto_semitic_root
سن,sanna,שנן,shanán,direct_cognate_he→ar
سنا,sanā,סנה,s'ne,direct_cognate_ar→he
سنا,sanā,שן,shen,shared_proto_semitic_root
سنا,sanā,שני,shnei,direct_cognate_ar→he
سنبل,sunbul,שבלת,shibólet,direct_cognate_ar→he
سنبلة,sunbula,שיבולת,shibólet,direct_cognate_he→ar
سنة,sana,שינה,shená,direct_cognate_he→ar
سنة,sana,שנה,shaná,direct_cognate_ar→he;shared_proto_semitic_root
سنجار,sinjār,שנער,shin'ár,direct_cognate_ar→he
سندان,sandān,סדן,sadán,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
سنط,sanṭ,שיטה,shitá,direct_cognate_he→ar
سنن,sannana,שינן,shinén,direct_cognate_he→ar
سنونو,sunūnū,סנונית,snunít,direct_cognate_ar→he;direct_cognate_he→ar
سوسن,sawsan,שושן,shoshán,shared_borrowing_source
سوسن,sawsan,שושנה,shoshaná,shared_borrowing_source
سوط,sawṭ,שוט,shot,direct_cognate_he→ar
سوف,sawfa,סוף,sóf,shared_borrowing_source
سوق,sūq,שוק,shuk,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
سوي,sawiya,שווה,shavé,direct_cognate_ar→he
سياج,siyāj,סיג,sə'yág,direct_cognate_ar→he;direct_cognate_he→ar
سير,sayr,סר,sar,direct_cognate_ar→he
سيف,sayf,סיף,sáyif,direct_cognate_ar→he;direct_cognate_he→ar
سيما,sīmā,סימן,simán,direct_cognate_he→ar
شاء,šāʔa,שה,sé,direct_cognate_ar→he;direct_cognate_he→ar
شاة,šāh,שה,sé,direct_cognate_ar→he
شانئ,šāniʔ,שונא,soné,direct_cognate_ar→he
شباط,šubāṭ,שבט,shévet,shared_borrowing_source
شبث,šibiṯṯ,שבת,shabát,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
شبر,šibr,שבר,shéver,shared_proto_semitic_root
شبع,šabiʕa,שבע,shéva',direct_cognate_ar→he;direct_cognate_he→ar
شبه,šabiha,השווה,hishvá,direct_cognate_ar→he
شبور,šabbūr,שופר,shofár,direct_cognate_ar→he
شتاء,šitāʔ,סתו,s'táv,direct_cognate_ar→he
شتاء,šitāʔ,סתיו,s'táv,direct_cognate_he→ar
شتان,šattāna,השתנה,hishtaná,direct_cognate_he→ar
شحط,šaḥaṭa,שחט,shakhát,direct_cognate_ar→he
شر,šarra,סרר,sarár,direct_cognate_he→ar
شرش,širš,שורש,šóreš,shared_proto_semitic_root
شرموطة,šarmūṭa,סמרטוט,smartút,direct_cognate_ar→he
شرى,šarā,שרה,sará,direct_cognate_ar→he;direct_cognate_he→ar
شريط,šarīṭ,סרט,séret,direct_cognate_he→ar
شعر,šaʕara,שיער,se'ár,direct_cognate_ar→he;shared_proto_semitic_root;shared_borrowing_source
شعر,šaʕara,שיר,shir,direct_cognate_ar→he
شعر,šaʕara,שירה,shirá,direct_cognate_ar→he
شعر,šaʕara,שער,shá'ar,direct_cognate_he→ar;shared_proto_semitic_root;shared_borrowing_source
شعير,šaʕīr,שעורה,se'orá,direct_cognate_ar→he
شفة,šafa,שפה,safá,shared_proto_semitic_root
شفع,šafaʕa,שפע,shafá',direct_cognate_ar→he;direct_cognate_he→ar
شفلح,šafallaḥ,דוד,dod,shared_proto_semitic_root
شفلح,šafallaḥ,ידה,yadá,shared_proto_semitic_root
شفلح,šafallaḥ,ירה,yará,shared_proto_semitic_root
شفلح,šafallaḥ,כבד,kavéd,shared_proto_semitic_root
شفلح,šafallaḥ,כיפר,kipér,shared_proto_semitic_root
شفلح,šafallaḥ,כרוב,kruv,shared_proto_semitic_root
شفلح,šafallaḥ,מחסנית,makhsanít,shared_proto_semitic_root
شفلح,šafallaḥ,צלחת,tsalákhat,shared_proto_semitic_root
شكر,šakara,שכר,sakhár,direct_cognate_ar→he
شلال,šallāl,שלולית,shlulít,direct_cognate_he→ar
شمال,šimāl,שמאל,s'mól,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
شمبانيا,šambānyā,קמפוס,kampus,shared_borrowing_source
شمبانيا,šambānyā,קמפיין,kampéin,shared_borrowing_source
شمبانيا,šambānyā,שמפניה,shampánya,shared_borrowing_source
شمر,šamara,שומר,shumár,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
شمس,šams,שמש,shémesh,shared_proto_semitic_root
شنأ,šanaʔa,שנא,sané,direct_cognate_ar→he;direct_cognate_he→ar
شهر,šahr,סהר,sáhar,direct_cognate_he→ar
شهر,šahr,שהר,sáhar,direct_cognate_he→ar;shared_proto_semitic_root
شهيد,šahīd,שהד,sahéd,direct_cognate_ar→he;direct_cognate_he→ar
شوفان,šūfān,שיפון,shifón,direct_cognate_ar→he;direct_cognate_he→ar
شيح,šīḥ,שיח,síakh,direct_cognate_he→ar
شيراز,šīrāz,שיראז,shiraz,shared_borrowing_source
شيطان,šayṭān,שטן,śāṭān,direct_cognate_ar→he;direct_cognate_he→ar
شيعة,šīʕa,סיעה,si'á,direct_cognate_ar→he;direct_cognate_he→ar
شيك,šīk,צ׳ק,chek,shared_borrowing_source
صابون,ṣābūn,סבון,sabón,shared_borrowing_source
صاد,ṣāda,צד,tsád,direct_cognate_ar→he
صادق,ṣādiq,צדיק,tsadík,direct_cognate_ar→he
صاع,ṣāʕ,דוד,dod,shared_proto_semitic_root
صاع,ṣāʕ,ידה,yadá,shared_proto_semitic_root
صاع,ṣāʕ,ירה,yará,shared_proto_semitic_root
صاع,ṣāʕ,כבד,kavéd,shared_proto_semitic_root
صاع,ṣāʕ,כיפר,kipér,shared_proto_semitic_root
صاع,ṣāʕ,כרוב,kruv,shared_proto_semitic_root
صاع,ṣāʕ,מחסנית,makhsanít,shared_proto_semitic_root
صاع,ṣāʕ,סאה,se'a,direct_cognate_ar→he
صاع,ṣāʕ,צלחת,tsalákhat,shared_proto_semitic_root
صالون,ṣālūn,סלון,salón,shared_borrowing_source
صام,ṣāma,צם,tsám,direct_cognate_ar→he;direct_cognate_he→ar
صبا,ṣabā,צבא,tsaváʾ,direct_cognate_he→ar
صبغ,ṣabaḡa,צבע,tséva',direct_cognate_ar→he;direct_cognate_he→ar
صتم,ṣatama,סתם,stám,direct_cognate_ar→he;direct_cognate_he→ar
صحن,ṣaḥn,דוד,dod,shared_proto_semitic_root
صحن,ṣaḥn,ידה,yadá,shared_proto_semitic_root
صحن,ṣaḥn,ירה,yará,shared_proto_semitic_root
صحن,ṣaḥn,כבד,kavéd,shared_proto_semitic_root
صحن,ṣaḥn,כיפר,kipér,shared_proto_semitic_root
صحن,ṣaḥn,כרוב,kruv,shared_proto_semitic_root
صحن,ṣaḥn,מחסנית,makhsanít,shared_proto_semitic_root
صحن,ṣaḥn,צלחת,tsalákhat,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
صحيح,ṣaḥīḥ,צח,tsákh,direct_cognate_ar→he
صدقة,ṣadaqa,צדקה,ts'daká,direct_cognate_ar→he;direct_cognate_he→ar
صديق,ṣadīq,צדיק,tsadík,direct_cognate_he→ar
صرح,ṣaraḥa,צריח,ts'ríakh,direct_cognate_ar→he
صرخ,ṣaraḵa,צרח,tsarákh,direct_cognate_ar→he;direct_cognate_he→ar
صرصر,ṣarṣara,צרצר,tsratsár,direct_cognate_he→ar
صرصور,ṣurṣūr,צרצר,tsratsár,direct_cognate_ar→he
صعد,ṣaʕida,צעד,tsá'ad,direct_cognate_ar→he
صغر,ṣaḡura,צעיר,tsa'ír,shared_proto_semitic_root
صغير,ṣaḡīr,צעיר,tsa'ír,direct_cognate_he→ar;shared_proto_semitic_root
صفر,ṣafar,ספרה,sféra,direct_cognate_he→ar
صفر,ṣafar,צפר,tsafár,direct_cognate_he→ar
صفصاف,ṣafṣāf,צפצפה,tsaftsafá,direct_cognate_ar→he
صلب,ṣalaba,צלב,tzaláv,direct_cognate_ar→he;direct_cognate_he→ar
صلصة,ṣalṣa,סלסה,sálsa,shared_borrowing_source
صلى,ṣallā,צלה,tsalá,direct_cognate_he→ar
صليب,ṣalīb,צלב,tzaláv,direct_cognate_he→ar
صنم,ṣanam,צלם,tsélem,direct_cognate_he→ar
صهب,ṣahiba,צהוב,tsahóv,direct_cognate_ar→he;direct_cognate_he→ar
صورة,ṣūra,צורה,tsurá,direct_cognate_ar→he;direct_cognate_he→ar
صوم,ṣawm,צום,tsom,direct_cognate_ar→he;direct_cognate_he→ar
صياد,ṣayyād,צייד,tsayád,direct_cognate_he→ar
صيد,ṣayd,ציד,tsáyid,direct_cognate_ar→he;direct_cognate_he→ar
صيدا,Ṣaydā,צידון,tsidón,direct_cognate_ar→he;shared_borrowing_source
صيدون,ṣaydūn,צידון,tsidón,direct_cognate_ar→he;shared_borrowing_source
صير,ṣayyara,ציר,tsír,direct_cognate_ar→he
ضأن,ḍaʔn,צאן,tsón,direct_cognate_he→ar
ضب,ḍabb,צב,tsáv,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
ضبع,ḍabuʕ,צבוע,tsavúa,direct_cognate_he→ar;shared_proto_semitic_root
ضحك,ḍaḥik,צחק,tsakhák,direct_cognate_ar→he;direct_cognate_he→ar
ضحك,ḍaḥik,שחק,saḥáq,direct_cognate_he→ar
ضد,ḍidd,צד,tsád,direct_cognate_ar→he;direct_cognate_he→ar
ضرا,ḍarā,צרי,tsorí,direct_cognate_he→ar
ضرة,ḍarra,צרה,tsará,direct_cognate_he→ar;shared_proto_semitic_root
ضعف,ḍaʕufa,צעיף,tsa'íf,direct_cognate_he→ar
ضفدع,ḍifdiʕ,צפרדע,tz'fardéa,direct_cognate_ar→he;direct_cognate_he→ar
ضلع,ḍalaʕa,צלע,tselá,direct_cognate_ar→he;direct_cognate_he→ar
طابع,ṭābaʕ,אצבע,étsba,direct_cognate_ar→he
طابع,ṭābaʕ,דף,dáf,shared_borrowing_source
طابع,ṭābaʕ,טבעת,tabá'at,direct_cognate_ar→he
طاهر,ṭāhir,טהור,tahór,direct_cognate_ar→he;direct_cognate_he→ar
طباخ,ṭabbāḵ,טבח,tavákh,direct_cognate_ar→he
طبخ,ṭabaḵa,טבח,tavákh,direct_cognate_ar→he;direct_cognate_he→ar
طبع,ṭabaʕa,טבע,téva,direct_cognate_he→ar
طحال,ṭiḥāl,טחול,təḥṓl,shared_proto_semitic_root
طحن,ṭaḥana,טחן,takhán,direct_cognate_he→ar;shared_proto_semitic_root
طري,ṭariyy,טרי,tarí,direct_cognate_ar→he;direct_cognate_he→ar
طريق,ṭarīq,דרך,dérekh,direct_cognate_ar→he;direct_cognate_he→ar
طعام,ṭaʕām,טעם,tá'am,direct_cognate_ar→he
طعم,ṭaʕima,טעם,tá'am,direct_cognate_ar→he;direct_cognate_he→ar
طفا,ṭafā,צף,tsaf,direct_cognate_ar→he
طفيل,ṭufayl,טפיל,tapil,direct_cognate_ar→he
طقس,ṭaqs,טקס,tékes,shared_borrowing_source
طل,ṭall,טל,tal,direct_cognate_ar→he;direct_cognate_he→ar
طوبغرافيا,ṭūbūḡrāfyā,טופוגרפיה,topográfya,shared_borrowing_source
طور,ṭawr,טור,túr,direct_cognate_he→ar
طيب,ṭayyib,טוב,tov,direct_cognate_he→ar;shared_proto_semitic_root
طيط,ṭīṭ,טיט,tít,direct_cognate_ar→he
طين,ṭīn,טיט,tít,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
ظبي,ẓaby,צבי,tsví,direct_cognate_ar→he;direct_cognate_he→ar
ظعن,ẓaʕana,צען,tsa'án,direct_cognate_ar→he;direct_cognate_he→ar
ظفر,ẓufr,ציפורן,tsipóren,direct_cognate_he→ar;shared_proto_semitic_root
ظل,ẓill,צל,tsél,direct_cognate_he→ar;shared_proto_semitic_root
ظمئ,ẓamiʔa,צמא,tsamé,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
ظهر,ẓahara,צהריים,tsohoráyim,direct_cognate_ar→he;direct_cognate_he→ar
عاصفة,ʕāṣifa,סופה,sufá,direct_cognate_he→ar
عاقب,ʕāqaba,עקב,ékev,direct_cognate_he→ar
عالم,ʕālam,עולם,'olám,direct_cognate_he→ar
عام,ʕām,עם,am,direct_cognate_ar→he;direct_cognate_he→ar
عامة,ʕāmma,עם,am,direct_cognate_ar→he
عبادة,ʕibāda,עבודה,avodá,direct_cognate_ar→he;direct_cognate_he→ar
عبد,ʕabd,עבד,éved,direct_cognate_ar→he;direct_cognate_he→ar
عبد الله,ʕabd allāh,עובדיה,Ovadyá,direct_cognate_ar→he;direct_cognate_he→ar
عبر,ʕabara,עבר,avár,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
عبر,ʕabara,עיבר,ʿibēr,direct_cognate_he→ar
عبودية,ʕubūdiyya,עבדות,avdút,direct_cognate_ar→he
عتيق,ʕatīq,עתיק,atík,direct_cognate_ar→he
عجل,ʕijl,עגל,égel,direct_cognate_ar→he
عجلة,ʕajala,מעגל,ma'agál,direct_cognate_ar→he
عجلة,ʕajala,עגלה,agalá,direct_cognate_ar→he;direct_cognate_he→ar
عدس,ʕadas,עדשה,adashá,direct_cognate_ar→he;direct_cognate_he→ar
عدسة,ʕadasa,עדשה,adashá,direct_cognate_he→ar
عذر,ʕaḏara,עזרה,ʿezrá,direct_cognate_ar→he;direct_cognate_he→ar
عربة,ʕaraba,ערבה,aravá,direct_cognate_he→ar
عرس,ʕurs,דוד,dod,shared_proto_semitic_root
عرس,ʕurs,ידה,yadá,shared_proto_semitic_root
عرس,ʕurs,ירה,yará,shared_proto_semitic_root
عرس,ʕurs,כבד,kavéd,shared_proto_semitic_root
عرس,ʕurs,כיפר,kipér,shared_proto_semitic_root
عرس,ʕurs,כרוב,kruv,shared_proto_semitic_root
عرس,ʕurs,מחסנית,makhsanít,shared_proto_semitic_root
عرس,ʕurs,צלחת,tsalákhat,shared_proto_semitic_root
عرش,ʕaraša,ערש,éres,direct_cognate_ar→he;direct_cognate_he→ar
عرعر,ʕarʕar,ערער,ar'ár,direct_cognate_ar→he
عري,ʕariya,עירום,eróm,direct_cognate_ar→he
عريان,ʕuryān,ערום,aróm,direct_cognate_he→ar
عز,ʕazza,עז,áz,direct_cognate_he→ar
عز,ʕazza,עזז,azáz,direct_cognate_ar→he;direct_cognate_he→ar
عزب,ʕazaba,עזב,azáv,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
عزة,ʕizza,עוז,'óz,direct_cognate_he→ar
عزر,ʕazara,עזר,'azár,direct_cognate_ar→he
عشب,ʕušb,עשב,ésev,direct_cognate_ar→he
عشرون,ʕišrūna,עשרים,'esrím,direct_cognate_ar→he;shared_proto_semitic_root
عصا,ʕaṣan,עץ,ʿēṣ,direct_cognate_ar→he;shared_proto_semitic_root
عصفور,ʕuṣfūr,ציפור,tsipór,direct_cognate_ar→he;direct_cognate_he→ar
عصمة,ʕiṣma,עוצמה,otsmá,direct_cognate_he→ar
عطس,ʕaṭasa,התעטש,hit'atésh,direct_cognate_he→ar
عظم,ʕaẓm,עצם,étsem,direct_cognate_he→ar;shared_proto_semitic_root
عظيم,ʕaẓīm,עצום,atsúm,direct_cognate_ar→he;direct_cognate_he→ar
عفر,ʕafar,עופר,ófer,direct_cognate_ar→he
عقب,ʕaqib,עקב,ékev,direct_cognate_ar→he
عقد,ʕaqada,עקידה,ʿaqedá,direct_cognate_he→ar
عقر,ʕaqara,עקר,akár,direct_cognate_ar→he
عقرب,ʕaqrab,עקרב,akráv,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
عقعق,ʕaqʕaq,עקעק,ak'ák,direct_cognate_ar→he;direct_cognate_he→ar
علا,ʕalā,עלה,ʕālā,direct_cognate_ar→he
علقة,ʕalaqa,עלוקה,ʿălūqâ,direct_cognate_ar→he;direct_cognate_he→ar
على,ʕalā,על,al,direct_cognate_ar→he;shared_proto_semitic_root
على,ʕalā,עלי,eli,direct_cognate_he→ar
علي,ʕaliya,עלה,ʕālā,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
علي,ʕaliya,עלי,eli,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
علية,ʕilliyya,עלייה,aliyá,direct_cognate_ar→he
عم,ʕamma,עם,am,direct_cognate_ar→he;direct_cognate_he→ar
عماد,ʕimād,עמוד,amúd,direct_cognate_ar→he
عمد,ʕamada,עמד,amád,direct_cognate_ar→he;direct_cognate_he→ar
عمق,ʕamuqa,עמק,émek,direct_cognate_he→ar
عمل,ʕamila,עמל,amál,direct_cognate_ar→he;direct_cognate_he→ar
عمود,ʕamūd,עמוד,amúd,direct_cognate_ar→he;direct_cognate_he→ar
عنان,ʕanān,ענן,'anán,direct_cognate_ar→he;direct_cognate_he→ar
عنب,ʕinab,ענב,'enáv,direct_cognate_ar→he;direct_cognate_he→ar
عنب,ʕinab,ענבה,,direct_cognate_ar→he
عنبر,ʕanbar,ענבר,inbár,shared_borrowing_source
عنز,ʕanz,עז,áz,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
عنزة,ʕanza,עז,áz,direct_cognate_ar→he
عنكبوت,ʕankabūt,עכביש,akavísh,direct_cognate_ar→he;direct_cognate_he→ar
عني,ʕuniya,עני,aní,direct_cognate_he→ar
عور,ʕawira,עור,ʕōr,direct_cognate_ar→he;direct_cognate_he→ar
عورة,ʕawra,ערוה,'ervá,direct_cognate_he→ar
عورة,ʕawra,ערווה,'ervá,direct_cognate_ar→he
عيد الميلاد,ʕīd al-mīlād,חג המולד,khág hamolád,direct_cognate_he→ar
عيسى,ʕīsā,ישו,yéshu,direct_cognate_ar→he
عيسى,ʕīsā,ישוע,yeshúa,direct_cognate_ar→he
عين,ʕayn,עין,áyin,shared_proto_semitic_root
غار,ḡāra,ער,'ér,direct_cognate_ar→he
غاز,ḡāzin,גז,gaz,shared_borrowing_source
غاز,ḡāzin,כאוס,ká'os,shared_borrowing_source
غبرة,ḡubra,עפר,afár,direct_cognate_he→ar
غراب,ḡurāb,עורב,'orév,direct_cognate_he→ar;shared_proto_semitic_root
غرلة,ḡurla,עורלה,orlá,direct_cognate_ar→he
غزة,ḡazza,עזה,áza,direct_cognate_he→ar
غطا,ḡaṭā,עטה,ʿatá,direct_cognate_ar→he;direct_cognate_he→ar
غطى,ḡaṭṭā,עטה,ʿatá,direct_cognate_ar→he
غل,ḡalla,עול,ol,direct_cognate_he→ar
غلام,ḡulām,עלם,élem,direct_cognate_ar→he
غنى,ḡannā,ענה,ʿanáh,direct_cognate_ar→he
غيطلة,ḡayṭala,עלטה,alatá,direct_cognate_ar→he;direct_cognate_he→ar
فئة,fiʔa,פאה,pe'á,shared_proto_semitic_root
فئة,fiʔa,פות,pót,shared_proto_semitic_root
فاح,fāḥa,פוח,púakh,direct_cognate_he→ar
فاخ,fāḵa,פוח,púakh,direct_cognate_he→ar
فاطمة,fāṭima,פטמה,pitma,direct_cognate_he→ar
فانوس,fānūs,פנס,panás,shared_borrowing_source
فبراير,fibrāyir,פברואר,fébruar,shared_borrowing_source
فتات,futāt,פת,pát,direct_cognate_ar→he
فتح,fataḥa,פתח,patákh,direct_cognate_he→ar;shared_proto_semitic_root
فتحة,futḥa,פתח,patákh,direct_cognate_ar→he;direct_cognate_he→ar
فجر,fajara,פגר,péger,direct_cognate_he→ar
فحم,faḥm,פחם,pekhám,direct_cognate_ar→he;direct_cognate_he→ar
فخ,faḵḵa,פח,pakh,direct_cognate_he→ar
فدى,fadā,פדה,padá,direct_cognate_he→ar
فرأ,faraʔ,פרא,pére,direct_cognate_ar→he;direct_cognate_he→ar
فرث,faraṯa,פרש,parásh,direct_cognate_he→ar
فرخ,farḵ,אפרוח,'efróakh,direct_cognate_he→ar
فرخ,farḵ,פרח,pérakh,direct_cognate_ar→he;direct_cognate_he→ar
فردوس,firdaws,פרדס,pardés,shared_borrowing_source
فرس,farasa,פרס,parás,direct_cognate_ar→he;shared_borrowing_source
فرس,farasa,פרץ,paráts,direct_cognate_ar→he
فرس,farasa,פרש,parásh,direct_cognate_ar→he;direct_cognate_he→ar
فرسخ,farsaḵ,פרסה,parsa,direct_cognate_he→ar
فرصاد,firṣād,חרצן,ḥarṣā́n,direct_cognate_ar→he
فرض,faraḍa,פרץ,paráts,direct_cognate_ar→he;direct_cognate_he→ar
فستق,fustuq,פיסטוק,fístuk,shared_borrowing_source
فسخ,fasaḵa,פסח,pasákh,direct_cognate_ar→he;direct_cognate_he→ar
فسفس,fasfasa,פשפש,pishpésh,direct_cognate_ar→he
فسيفساء,fusayfisāʔ,פסיפס,psefás,shared_borrowing_source
فصح,faṣuḥa,פסחא,páskha,shared_borrowing_source
فصح,faṣuḥa,פצה,patsá,direct_cognate_ar→he;direct_cognate_he→ar
فصفص,faṣfaṣ,אספסת,aspéset,shared_borrowing_source
فطر,faṭara,הפטיר,hiftír,direct_cognate_he→ar
فطر,faṭara,פטר,patár,direct_cognate_ar→he
فطرة,fiṭra,פטריה,pitriyá,direct_cognate_ar→he;direct_cognate_he→ar
فظيع,faẓīʕ,פצע,pétsa,direct_cognate_ar→he
فعل,faʕala,פעל,pa'al,direct_cognate_ar→he;direct_cognate_he→ar
فك,fakka,פוך,pukh,direct_cognate_he→ar
فلاش,flāš,פלאש,flesh,shared_borrowing_source
فلافل,falāfil,פלפל,pilpél,shared_borrowing_source
فلان,fulān,פלוני,plóni,direct_cognate_ar→he
فلان,fulān,פלני,plóni,direct_cognate_he→ar
فلفل,filfil,פלפל,pilpél,shared_borrowing_source
فلق,falaqa,פלג,péleg,direct_cognate_he→ar
فلك,falak,פלך,pélekh,direct_cognate_ar→he
فلكلور,folklōr,פולקלור,folklór,shared_borrowing_source
فم,fam,פה,pó,direct_cognate_he→ar;shared_proto_semitic_root
فني,faniya,פנים,paním,shared_proto_semitic_root
فول,fūl,פול,pol,direct_cognate_he→ar
فولاذ,fūlāḏ,פלדה,pladá,shared_borrowing_source
في,fī,ב־,b'-,shared_proto_semitic_root
في,fī,פאה,pe'á,shared_proto_semitic_root
في,fī,פה,pó,direct_cognate_ar→he;shared_proto_semitic_root
في,fī,פות,pót,shared_proto_semitic_root
فيديو,fīdiyū,וידאו,víde'o,shared_borrowing_source
فيل,fīl,פיל,píl,direct_cognate_ar→he;direct_cognate_he→ar
قاء,qāʔa,הקיא,hekí,direct_cognate_he→ar
قادوس,qādūs,כד,kad,shared_borrowing_source
قاض,qāḍa,קצין,katsín,direct_cognate_he→ar
قام,qāma,קם,qɔm,direct_cognate_ar→he;direct_cognate_he→ar
قاموس,qāmūs,אוקיינוס,okyános,shared_borrowing_source
قاووش,qāwūš,קופסה,kufsá,shared_borrowing_source
قبر,qabara,קבורה,k'vura,direct_cognate_he→ar
قبر,qabara,קבר,kéver,direct_cognate_ar→he;direct_cognate_he→ar
قبض,qabaḍa,קבץ,kaváts,direct_cognate_ar→he;direct_cognate_he→ar
قبض,qabaḍa,קיבוץ,kibútz,direct_cognate_he→ar
قبعة,qubbaʕa,כובע,kóva,direct_cognate_ar→he;direct_cognate_he→ar
قتل,qatala,קטל,katál,direct_cognate_he→ar
قد,qadda,קוד,kód,direct_cognate_ar→he
قدح,qadaḥa,קדח,kadákh,direct_cognate_he→ar
قدس,qadusa,קדוש,kadósh,direct_cognate_he→ar;shared_proto_semitic_root
قدم,qadama,קדם,kédem,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
قدم,qadama,קודם,qóḏɛm,shared_proto_semitic_root
قديم,qadīm,קדום,kadúm,direct_cognate_he→ar
قر,qarra,קר,qar,direct_cognate_ar→he;direct_cognate_he→ar
قرأ,qaraʔa,קרא,kará,direct_cognate_ar→he
قرب,qaruba,קרב,karáv,direct_cognate_he→ar
قربان,qurbān,קרבן,korbán,direct_cognate_ar→he;direct_cognate_he→ar
قرش,qaraša,כריש,karísh,direct_cognate_he→ar
قرصان,qurṣān,קורס,kurs,shared_borrowing_source
قرطاس,qirṭās,כרטיס,kartís,shared_borrowing_source
قرفة,qirfa,קליפה,k'lipá,direct_cognate_he→ar
قرن,qarn,קרן,kéren,direct_cognate_he→ar;shared_proto_semitic_root
قروعة,qarrūʕa,קרח,kérakh,direct_cognate_ar→he
قريب,qarīb,קרוב,karóv,direct_cognate_ar→he;direct_cognate_he→ar
قرية,qarya,קריה,kiryá,direct_cognate_ar→he;direct_cognate_he→ar
قرية,qarya,קרת,qeret,direct_cognate_ar→he;direct_cognate_he→ar
قش,qašš,קש,kash,direct_cognate_he→ar
قص,qaṣṣa,קצץ,katsáts,direct_cognate_ar→he;direct_cognate_he→ar
قصاب,qaṣṣāb,קצב,kétsev,direct_cognate_ar→he;direct_cognate_he→ar
قصي,qaṣiyy,קצה,katsé,direct_cognate_ar→he
قصير,qaṣīr,קצר,katsár,direct_cognate_ar→he;direct_cognate_he→ar
قط,qaṭṭu,חתול,khatúl,direct_cognate_he→ar
قطار,qiṭār,קטר,qitér,direct_cognate_he→ar
قطب,qaṭaba,קוטב,kótev,direct_cognate_he→ar
قطر,qaṭara,קיטר,kitér,direct_cognate_he→ar
قطران,qaṭrān,קטר,qitér,direct_cognate_ar→he
قطف,qaṭafa,קטף,katáf,direct_cognate_ar→he
